Airline,Dep_Airport,Arr_Airport,Scheduled_Departure,Dep_Temp,Dep_Humidity,Dep_Weather,Dep_WindSpeed,Dep_Visibility,Dep_RainfallRate,Dep_SnowAccumulation,Arr_Temp,Arr_Humidity,Arr_Weather,Arr_WindSpeed,Arr_Visibility,Arr_RainfallRate,Arr_SnowAccumulation,Delay_Minutes,Delay_Status
SpiceJet,BLR,DXB,05:26,16.6,37,Fog,11,4027,6.2,0.7,24.0,60,Cloudy,5,3597,5.9,0.9,0,0
Emirates,LHR,JFK,07:49,-22.5,79,Fog,46,556,25.2,3.7,-25.3,95,Snow,47,587,21.1,3.7,56,1
Air India,BLR,LHR,14:16,29.7,86,Storm,19,8802,1.0,0.6,11.3,96,Rain,29,7454,7.3,0.1,0,0
Emirates,BLR,DXB,09:09,-26.5,53,Storm,47,256,21.6,2.7,-24.0,85,Rain,51,174,22.2,3.6,75,1
SpiceJet,DEL,DXB,18:10,13.4,64,Cloudy,16,7674,7.5,0.6,4.3,97,Sunny,19,7285,9.0,0.4,0,0
IndiGo,DEL,DXB,02:21,41.0,100,Rain,56,122,23.9,4.7,-25.0,80,Snow,50,311,22.8,3.5,68,1
IndiGo,JFK,BOM,21:45,-7.9,48,Storm,9,8494,2.0,0.1,9.1,36,Rain,4,4852,4.5,0.3,0,0
IndiGo,DXB,LHR,13:37,44.2,62,Snow,59,294,24.0,2.9,-25.5,83,Storm,51,346,26.6,4.8,107,1
IndiGo,BLR,LHR,10:05,-0.3,69,Fog,2,9569,3.1,0.8,-0.1,93,Snow,9,3667,1.5,0.6,0,0
IndiGo,BOM,DXB,22:21,-22.5,52,Storm,46,143,27.2,4.2,44.8,30,Storm,42,372,24.1,3.5,92,1
British Airways,DEL,JFK,12:35,-6.0,78,Rain,21,3208,4.5,0.4,8.4,84,Fog,23,8424,5.6,0.5,0,0
SpiceJet,DEL,JFK,22:39,41.9,72,Snow,51,661,25.3,3.9,45.8,56,Sunny,56,367,23.8,3.0,50,1
IndiGo,DXB,DEL,08:11,19.2,100,Sunny,0,8928,0.9,0.9,24.9,78,Sunny,11,5474,9.6,0.8,0,0
British Airways,BOM,BLR,22:10,43.9,67,Storm,60,328,23.6,4.2,45.8,95,Rain,58,566,22.9,3.3,86,1
IndiGo,DEL,JFK,23:33,29.9,87,Fog,7,3502,4.1,0.4,24.6,33,Rain,22,4159,1.9,0.8,0,0
British Airways,DEL,BOM,18:27,-26.7,66,Cloudy,51,389,23.5,3.5,42.5,89,Cloudy,44,395,22.8,2.6,119,1
British Airways,LHR,BOM,15:48,-7.2,80,Storm,27,9855,8.2,0.8,7.6,60,Sunny,24,8961,1.7,0.9,0,0
Air India,BOM,DXB,08:47,-28.7,30,Cloudy,45,622,25.4,3.8,44.4,79,Fog,54,263,26.9,4.5,103,1
Emirates,JFK,DEL,12:27,4.4,79,Cloudy,28,4406,9.1,0.7,2.0,62,Storm,29,5109,1.3,0.7,0,0
Air India,DEL,JFK,04:03,42.7,81,Sunny,48,542,25.2,3.5,41.5,94,Cloudy,49,429,26.5,4.5,66,1
IndiGo,BOM,LHR,00:04,12.8,49,Fog,27,5179,5.4,0.4,-5.0,46,Snow,10,5168,6.7,0.0,0,0
British Airways,BOM,DXB,08:29,-26.7,93,Snow,45,588,21.4,3.9,-23.4,74,Sunny,42,163,23.7,3.4,62,1
British Airways,BOM,DXB,23:34,-6.2,71,Storm,27,2978,9.0,0.2,29.7,83,Cloudy,6,3742,0.0,0.2,0,0
Emirates,BOM,JFK,06:34,43.9,58,Sunny,60,530,26.7,2.7,-26.4,76,Snow,49,410,27.5,4.2,55,1
IndiGo,LHR,BLR,14:41,15.0,52,Storm,25,8334,1.2,0.3,18.8,72,Snow,25,6360,9.8,0.9,0,0
Air India,DEL,BLR,02:41,41.6,91,Sunny,55,425,21.7,2.7,43.9,38,Rain,49,663,28.7,3.5,29,1
Emirates,BOM,BLR,20:56,2.7,91,Sunny,11,8288,3.3,0.4,20.1,99,Rain,16,4767,3.7,0.2,0,0
British Airways,LHR,BLR,15:12,45.6,81,Snow,44,647,24.5,3.1,44.5,51,Rain,41,593,22.5,4.4,100,1
British Airways,BLR,DXB,18:21,0.3,70,Rain,14,4635,3.0,0.0,28.0,34,Fog,8,6784,7.7,0.9,0,0
SpiceJet,BOM,JFK,18:49,-29.3,79,Sunny,52,468,21.3,3.4,-28.0,49,Fog,53,111,26.1,4.2,29,1
British Airways,DEL,LHR,08:07,17.1,64,Cloudy,16,2458,2.7,1.0,5.5,95,Cloudy,20,2149,2.7,0.9,0,0
IndiGo,DXB,BLR,03:49,44.1,48,Sunny,42,623,22.9,2.9,44.2,84,Sunny,50,316,23.9,3.2,85,1
SpiceJet,DEL,DXB,15:08,11.9,71,Cloudy,21,6923,5.7,0.7,6.5,40,Cloudy,1,2198,9.9,0.9,0,0
Emirates,JFK,DEL,18:37,-27.2,36,Cloudy,45,260,23.9,4.1,44.2,88,Storm,53,152,25.3,3.3,107,1
Air India,BOM,DXB,05:30,14.9,66,Cloudy,6,3982,7.8,0.8,16.9,50,Fog,19,6127,9.6,0.4,0,0
IndiGo,DEL,BLR,16:55,-28.3,83,Fog,56,242,28.6,3.6,44.6,100,Fog,41,316,23.9,3.5,63,1
Emirates,BOM,JFK,22:50,0.1,85,Storm,27,3570,8.8,0.2,-9.2,99,Rain,28,9153,8.3,1.0,0,0
SpiceJet,BOM,DEL,15:29,45.6,81,Storm,51,561,21.5,2.8,-22.9,81,Snow,60,549,24.6,4.9,41,1
Emirates,DEL,BOM,15:33,28.7,66,Sunny,2,6916,5.9,0.8,25.2,65,Fog,25,8228,4.6,0.7,0,0
British Airways,JFK,BLR,12:18,41.2,80,Rain,55,541,24.1,3.2,42.2,30,Cloudy,48,258,22.9,2.8,98,1
British Airways,LHR,BLR,12:01,10.8,92,Cloudy,0,5298,3.6,0.1,29.3,85,Storm,28,8481,4.9,0.4,0,0
Emirates,DEL,LHR,22:20,42.7,67,Sunny,42,335,23.5,4.9,-23.2,79,Rain,41,332,28.9,4.5,79,1
Air India,JFK,BLR,21:50,3.9,89,Cloudy,0,3860,6.5,0.4,17.2,44,Cloudy,18,7682,8.9,0.7,0,0
Emirates,BLR,LHR,12:50,41.8,69,Storm,43,495,22.1,3.5,-25.0,99,Storm,42,260,22.7,3.1,40,1
SpiceJet,LHR,DEL,04:42,24.6,71,Rain,17,6938,3.6,0.9,29.9,30,Storm,11,8545,4.3,0.3,0,0
SpiceJet,LHR,DXB,18:49,41.8,52,Rain,60,317,21.6,2.9,-28.6,81,Fog,45,512,21.6,4.1,30,1
Emirates,JFK,LHR,20:46,25.9,91,Sunny,21,9596,4.7,0.2,5.1,56,Snow,23,2912,4.4,0.1,0,0
SpiceJet,DXB,LHR,18:54,-21.8,31,Sunny,48,106,23.5,4.3,-28.4,39,Snow,54,431,21.8,3.6,109,1
IndiGo,JFK,DEL,22:18,6.8,75,Fog,20,5422,5.1,0.7,-2.3,63,Fog,19,6204,6.9,0.6,0,0
Emirates,JFK,DEL,11:32,-22.3,47,Fog,47,248,23.3,4.7,-25.2,79,Fog,53,587,22.3,4.8,38,1
British Airways,DXB,BLR,03:42,27.5,53,Sunny,9,6156,9.3,0.5,2.3,51,Cloudy,14,2037,9.1,0.1,0,0
British Airways,DXB,LHR,12:04,44.7,67,Rain,60,504,21.7,4.1,-28.8,67,Storm,57,698,29.3,2.7,79,1
IndiGo,LHR,DEL,18:51,21.6,35,Storm,16,5255,3.3,0.1,25.9,35,Sunny,12,8105,5.0,0.7,0,0
British Airways,BOM,LHR,00:53,43.1,91,Cloudy,55,326,26.9,4.1,44.2,40,Rain,53,666,25.9,4.6,117,1
British Airways,JFK,DXB,02:09,2.4,67,Snow,13,5797,3.6,0.4,-2.7,39,Cloudy,24,9758,5.8,0.4,0,0
British Airways,DEL,BLR,13:59,43.6,59,Fog,46,295,24.1,2.8,42.9,49,Rain,59,503,23.2,4.6,28,1
Emirates,JFK,DXB,19:43,7.2,52,Snow,7,7913,9.1,0.8,17.7,40,Fog,22,9731,7.6,1.0,0,0
IndiGo,BOM,JFK,08:23,-26.2,89,Storm,41,691,23.9,3.9,-25.7,30,Rain,52,552,27.9,4.3,116,1
Emirates,LHR,BOM,02:42,9.4,32,Sunny,11,3762,7.0,0.9,28.4,56,Cloudy,21,2898,6.3,0.1,0,0
Emirates,LHR,DEL,08:49,44.7,40,Rain,43,141,22.8,4.1,-21.9,96,Cloudy,46,103,29.0,4.7,111,1
Air India,DXB,BLR,11:38,8.9,67,Snow,28,4800,9.5,0.6,15.7,89,Sunny,11,3802,4.6,0.8,0,0
SpiceJet,BLR,BOM,13:12,45.8,81,Cloudy,44,377,26.0,2.7,44.8,50,Storm,57,580,26.7,4.5,58,1
Air India,DEL,BLR,12:43,4.6,65,Rain,28,4153,1.7,0.1,3.5,70,Storm,8,5989,1.0,0.0,0,0
IndiGo,LHR,DEL,07:21,-22.7,73,Snow,46,137,29.8,2.8,45.5,73,Sunny,57,431,22.6,3.4,95,1
Emirates,DXB,DEL,10:42,22.0,94,Storm,15,4951,4.8,0.0,22.1,30,Storm,2,2418,3.7,0.5,0,0
SpiceJet,JFK,BOM,13:59,43.7,48,Rain,50,526,29.0,4.8,-24.0,92,Rain,41,607,21.0,4.0,94,1
British Airways,JFK,DEL,13:32,11.0,92,Sunny,5,5102,4.0,0.6,9.3,64,Snow,8,9025,2.9,0.4,0,0
Emirates,LHR,BOM,10:38,-27.1,48,Fog,50,473,21.4,3.1,-29.6,61,Sunny,60,643,29.7,4.9,70,1
Emirates,DEL,JFK,01:14,26.5,92,Snow,24,8455,6.8,0.1,1.3,31,Sunny,24,2594,0.4,0.4,0,0
Emirates,LHR,BLR,21:35,-27.0,36,Storm,44,490,28.0,3.5,44.0,83,Fog,54,324,25.2,3.7,39,1
Air India,JFK,BLR,07:41,12.6,68,Snow,13,3523,3.2,0.6,-3.4,42,Storm,15,4632,6.0,0.7,0,0
British Airways,DXB,DEL,18:10,-29.9,53,Sunny,54,554,21.8,4.5,43.3,60,Fog,47,359,29.6,4.3,115,1
SpiceJet,BLR,DEL,12:24,24.6,89,Rain,15,7754,6.7,0.8,-4.4,79,Fog,8,2706,2.0,0.2,0,0
IndiGo,JFK,DXB,08:59,44.7,95,Fog,58,290,29.8,3.6,-25.5,42,Snow,45,622,22.6,4.4,30,1
SpiceJet,DEL,JFK,06:19,9.4,91,Storm,10,7282,1.9,0.0,0.5,45,Snow,17,7187,7.0,1.0,0,0
IndiGo,BLR,DEL,09:03,42.0,49,Fog,42,637,28.2,4.6,41.3,81,Storm,42,286,21.8,3.8,45,1
IndiGo,DXB,LHR,07:01,26.8,60,Snow,20,8091,6.5,0.5,2.0,66,Snow,7,5073,5.2,0.6,0,0
IndiGo,JFK,BOM,18:08,-27.9,89,Snow,53,658,26.6,3.2,45.8,73,Fog,57,156,24.3,4.5,112,1
Air India,DEL,LHR,16:28,29.2,98,Cloudy,11,3256,4.4,0.9,2.2,89,Fog,24,2688,6.7,0.5,0,0
SpiceJet,DEL,LHR,09:48,-24.1,37,Rain,49,562,23.1,3.3,-23.9,100,Cloudy,53,241,25.8,4.9,84,1
Air India,BOM,JFK,07:55,-9.0,41,Rain,0,6178,4.9,0.3,22.8,74,Storm,3,3516,0.2,0.8,0,0
IndiGo,BOM,JFK,18:34,-26.4,56,Snow,41,361,23.9,3.8,43.1,79,Sunny,45,283,22.1,2.8,26,1
Emirates,JFK,BOM,04:50,16.5,84,Fog,22,5978,2.2,0.1,15.7,31,Rain,2,8515,9.6,0.9,0,0
IndiGo,BLR,DXB,11:52,-26.4,99,Cloudy,57,419,24.7,3.2,-25.5,84,Snow,50,624,25.6,5.0,37,1
British Airways,LHR,DXB,02:33,20.1,41,Cloudy,0,4991,9.4,0.2,5.6,88,Storm,19,9802,4.1,0.1,0,0
British Airways,DXB,BOM,15:01,-21.1,58,Fog,43,622,29.0,4.5,43.7,92,Storm,48,578,28.8,3.2,80,1
IndiGo,DXB,BLR,22:14,29.8,30,Fog,8,4303,7.9,0.2,10.9,45,Snow,7,6667,7.3,0.3,0,0
British Airways,BOM,LHR,04:30,-24.3,42,Snow,41,509,21.9,4.5,44.7,79,Fog,46,630,29.6,2.9,102,1
Air India,DEL,JFK,05:16,2.6,48,Rain,17,3437,1.1,0.5,-4.5,72,Storm,27,6644,6.9,0.8,0,0
British Airways,BOM,DXB,07:58,44.6,69,Rain,55,371,24.7,2.7,-22.5,76,Rain,44,318,26.4,4.1,100,1
SpiceJet,BLR,DXB,19:59,2.0,36,Rain,13,5676,9.9,0.5,5.9,39,Storm,28,5427,3.7,0.3,0,0
Air India,DXB,BLR,19:57,-24.9,30,Sunny,52,442,23.0,4.9,-23.0,60,Cloudy,44,227,24.8,4.9,102,1
IndiGo,DXB,JFK,18:47,10.9,74,Fog,6,8963,6.5,0.4,-0.4,91,Sunny,11,9040,1.2,0.3,0,0
Emirates,BLR,JFK,06:45,42.2,90,Storm,54,343,21.7,4.5,-28.9,43,Fog,41,591,21.1,3.7,116,1
SpiceJet,DXB,LHR,16:12,-4.5,45,Snow,9,7673,5.7,0.1,18.9,45,Fog,0,9148,5.3,0.8,0,0
Air India,BLR,LHR,16:28,-29.6,57,Cloudy,45,269,29.9,3.3,44.8,61,Fog,54,411,21.8,3.5,47,1
British Airways,DXB,BOM,09:14,-5.8,88,Sunny,2,3120,1.1,0.9,19.3,68,Sunny,13,9611,7.1,0.6,0,0
Emirates,DXB,DEL,04:49,-22.9,80,Cloudy,55,370,29.1,3.7,-26.2,86,Fog,53,593,22.0,3.3,74,1
Air India,LHR,BLR,18:16,27.5,61,Fog,15,9166,1.3,0.2,26.3,68,Cloudy,1,4824,2.9,0.5,0,0
IndiGo,JFK,DXB,08:41,-24.9,81,Snow,59,177,21.9,2.9,43.8,40,Cloudy,60,266,22.1,4.6,61,1
SpiceJet,JFK,LHR,21:48,5.0,50,Snow,10,3054,0.0,1.0,17.5,61,Storm,25,2739,8.2,0.5,0,0
Emirates,BOM,BLR,14:27,-28.9,70,Rain,44,680,24.1,4.5,43.6,49,Snow,58,560,21.3,3.6,88,1
IndiGo,LHR,BOM,17:07,22.8,89,Fog,13,4300,9.6,0.8,5.4,90,Fog,3,7146,6.0,0.8,0,0
Air India,DEL,BLR,13:04,-24.7,93,Sunny,57,432,22.9,3.6,42.1,75,Fog,56,377,22.0,2.8,46,1
SpiceJet,BLR,DXB,02:45,22.7,89,Snow,23,9356,2.1,0.5,23.9,89,Cloudy,0,7913,3.1,0.3,0,0
Emirates,DXB,LHR,14:04,43.8,100,Fog,49,388,22.4,4.8,41.2,51,Cloudy,47,401,29.0,2.7,43,1
IndiGo,JFK,DXB,10:11,-4.3,30,Fog,2,8438,2.8,0.8,-4.0,61,Rain,10,9075,7.2,0.4,0,0
Emirates,BLR,BOM,22:38,-29.4,62,Sunny,45,348,23.8,4.1,-21.4,62,Cloudy,52,118,29.9,3.3,75,1
SpiceJet,LHR,JFK,19:48,22.7,70,Snow,9,3266,0.1,0.4,11.9,83,Storm,1,2397,1.9,0.1,0,0
Emirates,LHR,BOM,02:21,-25.1,68,Cloudy,48,625,21.9,3.7,41.2,41,Sunny,52,227,23.7,4.6,58,1
SpiceJet,BLR,DXB,11:13,-8.5,61,Rain,6,3964,8.3,0.9,23.0,88,Fog,16,6499,7.7,0.1,0,0
SpiceJet,BOM,JFK,08:16,45.3,71,Snow,60,230,29.3,4.7,45.7,89,Fog,49,198,28.1,3.9,95,1
British Airways,DXB,DEL,20:02,22.3,55,Storm,13,7020,8.0,0.1,14.2,49,Sunny,12,5001,8.4,0.3,0,0
Emirates,LHR,DXB,17:55,-29.7,92,Storm,57,106,25.5,3.4,41.5,85,Storm,59,489,23.1,3.4,107,1
Air India,DEL,BOM,05:34,11.2,93,Snow,7,5267,3.1,0.8,1.6,59,Fog,27,9790,6.8,0.3,0,0
Air India,BLR,DEL,07:03,-25.8,41,Fog,55,442,21.6,4.0,45.0,43,Snow,51,368,21.5,2.8,83,1
IndiGo,JFK,LHR,14:01,4.1,47,Cloudy,30,5895,6.2,0.8,-9.8,32,Snow,9,9793,5.0,0.6,0,0
Emirates,LHR,BOM,05:18,44.0,43,Snow,49,648,26.4,3.8,-24.1,82,Fog,56,602,29.0,4.2,100,1
Air India,DEL,BLR,01:59,22.2,78,Sunny,23,6724,4.4,0.4,4.5,94,Storm,27,5672,5.6,0.9,0,0
IndiGo,DEL,DXB,22:11,-22.9,84,Cloudy,42,286,25.0,3.8,41.5,77,Cloudy,41,383,29.2,4.3,27,1
Air India,JFK,DXB,06:35,30.0,81,Fog,14,5340,1.1,0.9,-5.3,85,Cloudy,3,6292,8.5,0.6,0,0
SpiceJet,DEL,LHR,18:23,-29.7,60,Rain,44,674,27.6,3.4,44.6,74,Fog,45,415,24.2,4.1,102,1
IndiGo,BLR,BOM,06:14,0.5,60,Cloudy,3,8900,2.6,0.2,0.7,42,Storm,25,2581,3.5,0.5,0,0
IndiGo,DEL,DXB,19:29,-26.3,70,Cloudy,50,294,28.6,3.0,43.2,50,Storm,47,566,23.4,3.3,59,1
British Airways,DXB,DEL,08:36,21.7,71,Rain,21,3423,6.2,0.3,1.2,73,Storm,18,7112,7.1,0.6,0,0
Air India,DXB,BOM,10:07,43.4,72,Rain,53,645,24.7,4.0,44.7,33,Snow,53,109,29.7,4.5,41,1
British Airways,JFK,BLR,18:43,-1.3,91,Snow,0,5456,9.6,0.6,11.4,71,Sunny,19,3499,6.9,0.6,0,0
British Airways,BLR,BOM,13:56,44.8,98,Fog,46,533,29.0,3.8,-29.5,52,Cloudy,47,633,24.5,4.8,100,1
SpiceJet,LHR,DEL,13:58,23.9,55,Sunny,19,6799,1.8,0.1,-7.4,93,Snow,3,2905,2.9,0.6,0,0
SpiceJet,BOM,JFK,06:32,-26.3,48,Rain,41,445,24.1,4.1,-24.2,50,Rain,47,386,28.6,3.1,40,1
Air India,LHR,DEL,05:37,25.1,91,Rain,16,3569,9.3,0.2,13.5,49,Fog,2,5657,4.1,0.7,0,0
IndiGo,JFK,BLR,08:39,44.3,49,Cloudy,47,317,24.3,3.0,44.8,41,Snow,43,299,24.7,3.1,29,1
Air India,BLR,BOM,10:16,6.1,52,Cloudy,21,8141,7.4,0.0,-5.0,41,Sunny,24,6929,2.4,0.7,0,0
Air India,DEL,JFK,13:09,-26.8,95,Sunny,42,459,21.9,3.8,-25.1,91,Cloudy,57,238,26.4,2.6,76,1
Air India,DXB,JFK,14:29,12.6,78,Sunny,7,6216,4.1,0.3,7.7,51,Cloudy,15,7815,1.2,0.7,0,0
Emirates,DXB,BLR,00:29,-29.2,95,Storm,47,351,26.5,3.7,-21.1,66,Sunny,41,479,22.1,3.9,91,1
Emirates,JFK,DEL,14:13,6.5,99,Sunny,27,6266,7.2,0.0,5.9,89,Rain,13,8342,3.0,0.4,0,0
British Airways,BLR,JFK,03:10,-27.1,50,Rain,51,159,30.0,3.7,-21.0,32,Snow,42,197,23.0,4.1,83,1
Air India,BOM,LHR,12:23,22.3,70,Rain,1,7480,9.4,0.8,-1.4,90,Storm,4,3603,5.5,0.3,0,0
SpiceJet,DEL,JFK,06:05,42.7,81,Fog,41,132,29.7,3.2,41.2,54,Sunny,46,425,28.5,3.8,56,1
Air India,DEL,LHR,22:27,0.5,78,Storm,21,9497,0.7,0.8,12.0,74,Storm,20,4602,9.3,0.5,0,0
SpiceJet,DEL,BOM,17:23,-29.6,86,Fog,45,194,29.5,4.7,45.8,89,Snow,44,190,24.9,4.2,107,1
Emirates,JFK,BOM,07:42,29.3,46,Sunny,10,3639,7.7,0.4,-2.8,80,Cloudy,7,7216,4.3,0.4,0,0
Emirates,DEL,BOM,03:30,44.8,82,Cloudy,42,508,23.1,4.0,-27.0,78,Rain,53,666,26.0,3.8,48,1
Emirates,JFK,LHR,10:14,-7.9,40,Fog,1,4213,5.6,0.9,15.8,98,Snow,11,5913,2.9,0.8,0,0
IndiGo,LHR,BLR,22:10,42.5,53,Fog,46,682,25.8,3.4,-28.1,77,Snow,57,420,22.0,3.3,120,1
British Airways,BLR,JFK,08:37,-1.8,49,Rain,21,6213,5.6,0.0,18.6,77,Fog,22,9704,5.6,0.5,0,0
Emirates,BLR,JFK,15:43,-25.4,39,Storm,50,450,21.1,4.7,42.1,35,Sunny,52,320,24.2,4.2,80,1
IndiGo,DEL,BOM,23:33,8.6,46,Cloudy,7,2030,0.3,0.3,16.2,95,Rain,3,2681,9.8,0.1,0,0
Emirates,BLR,BOM,11:03,45.0,86,Fog,47,637,22.2,4.1,45.1,96,Snow,48,199,21.8,3.2,30,1
IndiGo,JFK,BOM,17:41,11.9,78,Fog,11,5362,9.1,0.3,7.9,56,Cloudy,14,3570,2.5,0.5,0,0
British Airways,DXB,BOM,11:58,-28.2,91,Fog,54,575,23.3,4.5,41.1,86,Fog,49,399,22.2,3.5,90,1
Air India,JFK,LHR,06:16,26.3,38,Cloudy,9,8944,6.2,0.4,16.0,72,Cloudy,15,8105,9.9,0.7,0,0
SpiceJet,JFK,DEL,23:27,44.1,33,Fog,45,295,27.2,3.2,-23.8,70,Storm,52,346,28.3,3.8,102,1
SpiceJet,JFK,BLR,20:45,-8.5,53,Sunny,12,8177,7.2,0.9,-7.4,51,Fog,29,4224,3.0,0.4,0,0
Emirates,BOM,DEL,16:07,43.0,67,Snow,49,629,29.1,3.5,-27.5,34,Cloudy,43,522,23.1,2.7,96,1
IndiGo,BLR,BOM,01:58,5.1,49,Rain,24,5601,4.5,0.4,0.1,86,Snow,28,3744,4.5,0.8,0,0
British Airways,JFK,BOM,05:06,-23.9,91,Fog,60,314,29.1,3.7,-27.7,51,Cloudy,44,119,28.5,4.8,31,1
SpiceJet,BOM,LHR,19:36,3.1,62,Cloudy,7,5179,3.6,1.0,-4.3,69,Snow,22,2157,4.7,0.3,0,0
British Airways,DXB,DEL,14:15,42.8,79,Rain,45,114,25.9,2.7,41.6,49,Storm,56,387,26.1,3.8,26,1
SpiceJet,LHR,DXB,08:41,-5.0,81,Rain,9,5247,4.1,0.0,-9.7,57,Rain,3,3885,3.9,0.9,0,0
IndiGo,LHR,JFK,00:36,-24.5,85,Snow,51,221,25.1,3.0,46.0,34,Snow,57,288,29.4,3.0,31,1
IndiGo,BLR,LHR,03:13,1.2,69,Rain,27,5615,8.5,0.2,21.9,30,Cloudy,15,2192,8.9,0.1,0,0
Air India,DEL,BLR,11:20,42.0,47,Rain,57,470,28.1,3.6,-21.2,73,Storm,54,547,24.4,2.7,110,1
British Airways,LHR,BLR,02:12,-1.4,85,Snow,7,7299,1.2,0.7,8.3,68,Sunny,11,3993,6.7,1.0,0,0
IndiGo,DXB,JFK,12:02,43.9,99,Fog,57,408,24.9,2.7,-25.7,70,Fog,41,233,29.9,3.3,116,1
British Airways,DEL,BOM,02:46,23.8,68,Snow,21,3352,9.8,1.0,10.7,81,Snow,10,6313,4.9,0.9,0,0
British Airways,LHR,BOM,06:34,-25.6,30,Fog,57,105,24.7,3.1,-25.0,76,Fog,52,219,27.2,4.1,38,1
IndiGo,BOM,BLR,03:13,-6.9,84,Storm,3,5197,0.9,0.9,-4.3,75,Cloudy,30,4007,7.2,0.1,0,0
Emirates,DXB,BOM,21:10,42.5,34,Storm,56,121,26.6,3.8,42.9,80,Fog,58,238,28.4,3.7,36,1
British Airways,LHR,DXB,23:19,24.2,34,Fog,18,9860,1.1,0.8,7.6,93,Cloudy,6,3033,5.7,0.5,0,0
British Airways,BLR,BOM,13:29,-25.7,92,Snow,60,193,29.9,4.7,-22.2,56,Cloudy,47,323,29.6,3.0,91,1
SpiceJet,LHR,BLR,04:26,2.1,41,Storm,3,8612,8.7,0.1,28.4,81,Cloudy,19,2324,3.7,0.9,0,0
IndiGo,DXB,BLR,02:50,41.5,58,Storm,46,330,21.6,4.9,44.0,52,Snow,50,305,21.8,3.4,104,1
IndiGo,BOM,DEL,23:38,28.9,56,Storm,14,7663,4.9,0.0,-2.7,80,Sunny,2,4958,5.9,0.2,0,0
IndiGo,LHR,JFK,23:01,-28.2,42,Storm,58,635,22.8,4.7,45.3,91,Storm,60,254,24.3,3.2,29,1
IndiGo,DXB,JFK,14:37,8.3,57,Storm,7,2117,1.3,0.7,-0.6,63,Sunny,25,4831,0.7,1.0,0,0
SpiceJet,BOM,DEL,09:23,41.1,32,Storm,49,594,25.0,4.7,43.0,56,Fog,55,492,24.5,4.9,37,1
IndiGo,LHR,BOM,03:01,22.5,61,Fog,17,8598,0.3,0.2,0.4,85,Rain,26,7858,2.9,0.3,0,0
Air India,DEL,LHR,15:48,43.3,80,Fog,56,666,27.2,3.2,-21.9,36,Storm,46,507,21.7,2.8,49,1
British Airways,DXB,LHR,07:46,17.1,91,Snow,0,4650,6.2,0.6,26.6,55,Fog,16,8126,6.5,0.7,0,0
British Airways,BLR,LHR,04:23,41.1,82,Rain,55,668,21.1,4.6,-27.9,100,Fog,57,455,24.8,3.1,43,1
British Airways,LHR,DEL,07:29,23.7,31,Storm,8,9685,8.9,0.1,27.0,89,Rain,19,2025,5.0,0.4,0,0
British Airways,JFK,BLR,14:17,-28.4,56,Sunny,58,541,22.0,4.6,-26.6,78,Cloudy,41,656,27.1,4.2,116,1
Emirates,DEL,LHR,19:03,28.3,39,Fog,11,6431,2.1,0.8,7.9,93,Rain,15,8016,0.9,0.6,0,0
Air India,LHR,JFK,14:56,-21.2,86,Sunny,55,607,25.1,2.6,-23.6,69,Storm,41,616,27.2,3.8,50,1
Emirates,DXB,BLR,01:20,18.5,95,Fog,9,9779,9.4,0.6,22.0,82,Storm,13,5595,3.1,0.7,0,0
British Airways,BLR,DEL,19:13,41.1,88,Snow,60,462,28.3,4.5,41.5,93,Snow,57,264,23.3,3.3,54,1
British Airways,DXB,JFK,07:24,20.7,76,Fog,24,7684,3.8,0.4,15.5,89,Fog,22,6560,7.9,0.7,0,0
SpiceJet,DXB,BLR,07:08,42.4,46,Snow,45,427,26.9,3.8,43.5,76,Snow,43,361,25.3,3.4,24,1
SpiceJet,DEL,DXB,06:47,12.5,37,Sunny,19,7836,5.0,0.9,5.9,38,Rain,26,7972,2.5,0.1,0,0
British Airways,LHR,DXB,07:19,-25.3,66,Snow,59,472,25.0,3.6,-25.4,100,Storm,42,544,25.5,2.8,37,1
SpiceJet,BLR,BOM,23:03,4.5,40,Snow,19,9460,7.4,0.5,-9.3,73,Rain,22,9541,10.0,0.8,0,0
British Airways,LHR,BOM,10:08,-27.9,68,Rain,52,294,26.1,3.2,43.5,40,Fog,46,108,29.8,2.7,48,1
IndiGo,BOM,JFK,06:03,17.2,61,Cloudy,17,8284,8.0,0.3,4.4,73,Cloudy,9,6814,0.1,0.7,0,0
British Airways,JFK,BLR,19:10,-22.5,48,Snow,57,130,26.9,4.9,-25.8,57,Rain,55,415,28.8,4.0,41,1
IndiGo,BOM,LHR,11:06,11.3,78,Fog,19,9786,0.1,0.6,-4.9,81,Storm,20,4758,5.8,1.0,0,0
British Airways,DXB,DEL,04:34,42.2,89,Sunny,52,484,21.1,2.6,45.8,80,Storm,54,560,26.6,2.7,120,1
Emirates,LHR,BLR,13:02,-9.6,94,Cloudy,8,4533,7.9,0.4,1.0,88,Sunny,21,5288,8.5,0.5,0,0
SpiceJet,BOM,DEL,13:16,-23.7,81,Fog,48,691,25.2,4.6,42.8,52,Snow,54,221,29.0,2.9,77,1
SpiceJet,BOM,LHR,19:33,1.4,78,Cloudy,30,4615,7.9,0.8,4.8,31,Fog,13,7283,9.5,0.6,0,0
Air India,BLR,DXB,12:03,41.0,93,Sunny,53,251,24.2,2.7,-23.0,81,Cloudy,59,445,28.1,3.8,83,1
